Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,Experiment,gender,genetic_condition,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,tissue,GEO_Accession (exp)
SRR3440853,Bisulfite-Seq,150,2668983150,PRJNA319643,SAMN04902097,1171952074,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727204,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132916,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132916
SRR3440854,Bisulfite-Seq,150,4094587350,PRJNA319643,SAMN04902097,1960631479,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727204,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132916,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132916
SRR3440855,Bisulfite-Seq,150,1736366850,PRJNA319643,SAMN04902098,736968763,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727205,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132917,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132917
SRR3440856,Bisulfite-Seq,150,1963481400,PRJNA319643,SAMN04902098,812844587,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727205,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132917,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132917
SRR3440857,Bisulfite-Seq,150,1891939650,PRJNA319643,SAMN04902099,821221611,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727206,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132918,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132918
SRR3440858,Bisulfite-Seq,150,2022924900,PRJNA319643,SAMN04902099,863349961,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727206,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132918,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132918
SRR3440859,Bisulfite-Seq,150,1947754200,PRJNA319643,SAMN04902100,813002461,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727207,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132919,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132919
SRR3440860,Bisulfite-Seq,150,2840358900,PRJNA319643,SAMN04902100,1314701674,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727207,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132919,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132919
SRR3440861,Bisulfite-Seq,150,2647334850,PRJNA319643,SAMN04902095,1141429116,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727208,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132920,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132920
SRR3440862,Bisulfite-Seq,150,4025446500,PRJNA319643,SAMN04902095,1906457501,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727208,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132920,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132920
SRR3440863,Bisulfite-Seq,150,73039200,PRJNA319643,SAMN04902101,34374682,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727209,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,GSM2132921,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132921
SRR3440864,Bisulfite-Seq,150,2289357300,PRJNA319643,SAMN04902101,1456761397,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727209,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132921,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132921
SRR3440865,Bisulfite-Seq,150,2551807950,PRJNA319643,SAMN04902102,1101876899,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727210,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132922,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132922
SRR3440866,Bisulfite-Seq,150,3019111800,PRJNA319643,SAMN04902102,1259622302,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727210,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:02:00Z,1,GSM2132922,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132922
SRR3440867,Bisulfite-Seq,150,2913597450,PRJNA319643,SAMN04902103,1306671476,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727211,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132923,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132923
SRR3440868,Bisulfite-Seq,150,2594522850,PRJNA319643,SAMN04902103,1079348136,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727211,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132923,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132923
SRR3440869,Bisulfite-Seq,150,3389232000,PRJNA319643,SAMN04902104,1455268162,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727212,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,GSM2132924,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132924
SRR3440870,Bisulfite-Seq,150,1810954200,PRJNA319643,SAMN04902105,782712413,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727213,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,GSM2132925,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132925
SRR3440871,Bisulfite-Seq,150,2121029250,PRJNA319643,SAMN04902105,884911766,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727213,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132925,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132925
SRR3440872,Bisulfite-Seq,150,2146281450,PRJNA319643,SAMN04902106,911146798,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727214,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132926,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132926
SRR3440873,Bisulfite-Seq,150,2808078450,PRJNA319643,SAMN04902106,1195853605,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727214,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132926,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132926
SRR3440874,Bisulfite-Seq,150,1794610500,PRJNA319643,SAMN04902107,749634167,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727215,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132927,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132927
SRR3440875,Bisulfite-Seq,150,2608288200,PRJNA319643,SAMN04902107,1213330409,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727215,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132927,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132927
SRR3440876,Bisulfite-Seq,150,2181478200,PRJNA319643,SAMN04902108,948677553,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727216,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132928,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132928
SRR3440877,Bisulfite-Seq,150,2984058900,PRJNA319643,SAMN04902108,1410677612,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727216,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,GSM2132928,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132928
SRR3440878,Bisulfite-Seq,150,3520546050,PRJNA319643,SAMN04902109,1699632335,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727217,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132929,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132929
SRR3440879,Bisulfite-Seq,150,1581026250,PRJNA319643,SAMN04902110,641017519,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727218,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132930,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132930
SRR3440880,Bisulfite-Seq,150,2734834050,PRJNA319643,SAMN04902110,1239245313,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727218,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132930,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132930
SRR3440881,Bisulfite-Seq,150,3899681100,PRJNA319643,SAMN04902111,1782395303,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727219,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132931,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132931
SRR3440882,Bisulfite-Seq,150,3022314750,PRJNA319643,SAMN04902112,1306302012,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727220,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132932,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132932
SRR3440883,Bisulfite-Seq,150,4631051550,PRJNA319643,SAMN04902112,2197259885,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727220,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,GSM2132932,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132932
SRR3440884,Bisulfite-Seq,150,3375901650,PRJNA319643,SAMN04902113,1536452104,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727221,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,GSM2132933,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132933
SRR3440885,Bisulfite-Seq,150,5271303300,PRJNA319643,SAMN04902113,2647921994,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727221,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,GSM2132933,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132933
SRR3440886,Bisulfite-Seq,150,2265817800,PRJNA319643,SAMN04902114,978640613,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727222,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132934,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132934
SRR3440887,Bisulfite-Seq,150,2208287400,PRJNA319643,SAMN04902114,943976975,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727222,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,GSM2132934,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132934
SRR3440888,Bisulfite-Seq,150,2064764400,PRJNA319643,SAMN04902115,901033304,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727223,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,GSM2132935,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132935
SRR3440889,Bisulfite-Seq,150,2179518450,PRJNA319643,SAMN04902115,908676126,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727223,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132935,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132935
SRR3440890,Bisulfite-Seq,150,4283900850,PRJNA319643,SAMN04902116,1852865602,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727224,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132936,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132936
SRR3440891,Bisulfite-Seq,150,3815854050,PRJNA319643,SAMN04902117,1685374507,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727225,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,GSM2132937,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132937
SRR3440892,Bisulfite-Seq,150,5592636150,PRJNA319643,SAMN04902117,2712358998,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727225,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:02:00Z,1,GSM2132937,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132937
SRR3440893,Bisulfite-Seq,150,2491105950,PRJNA319643,SAMN04902118,1102430544,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727226,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,GSM2132938,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132938
SRR3440894,Bisulfite-Seq,150,3822468300,PRJNA319643,SAMN04902119,1697857940,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727227,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,GSM2132939,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132939
SRR3440895,Bisulfite-Seq,150,3691135050,PRJNA319643,SAMN04902119,1698824183,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727227,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:57:00Z,1,GSM2132939,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132939
SRR3440896,Bisulfite-Seq,150,3242239350,PRJNA319643,SAMN04902120,1435434516,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727228,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:56:00Z,1,GSM2132940,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132940
SRR3440897,Bisulfite-Seq,150,4977341550,PRJNA319643,SAMN04902120,2404408151,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727228,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:01:00Z,1,GSM2132940,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132940
SRR3440898,Bisulfite-Seq,150,1982507700,PRJNA319643,SAMN04902300,854867406,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727229,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132941,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132941
SRR3440899,Bisulfite-Seq,150,2038370400,PRJNA319643,SAMN04902300,838123468,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727229,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132941,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132941
SRR3440900,Bisulfite-Seq,150,972369750,PRJNA319643,SAMN04902301,429176185,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727230,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,GSM2132942,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132942
SRR3440901,Bisulfite-Seq,150,1935590100,PRJNA319643,SAMN04902301,815638157,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727230,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132942,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132942
SRR3440902,Bisulfite-Seq,150,3056667750,PRJNA319643,SAMN04902302,1332977350,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727231,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132943,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132943
SRR3440903,Bisulfite-Seq,150,4713701700,PRJNA319643,SAMN04902302,2293168654,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727231,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:00:00Z,1,GSM2132943,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132943
SRR3440904,Bisulfite-Seq,150,1928941950,PRJNA319643,SAMN04902303,827333224,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727232,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132944,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132944
SRR3440905,Bisulfite-Seq,150,2158078500,PRJNA319643,SAMN04902303,895646374,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727232,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,GSM2132944,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132944
SRR3440906,Bisulfite-Seq,150,4006070700,PRJNA319643,SAMN04902304,1928984573,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727233,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:58:00Z,1,GSM2132945,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132945
SRR3440907,Bisulfite-Seq,150,2366101350,PRJNA319643,SAMN04902305,1032335712,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727234,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,GSM2132946,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132946
SRR3440908,Bisulfite-Seq,150,3252276750,PRJNA319643,SAMN04902305,1535439947,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727234,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132946,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132946
SRR3440909,Bisulfite-Seq,150,1828545750,PRJNA319643,SAMN04902306,819294807,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727235,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,GSM2132947,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132947
SRR3440910,Bisulfite-Seq,150,2903064300,PRJNA319643,SAMN04902306,1223599477,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727235,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,GSM2132947,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132947
