geo_accession,sample name,run,assay type,avgspotlen,bases,bioproject,biosample,bytes,center name,consent,datastore filetype,datastore provider,datastore region,diet,experiment,gender,genetic_condition,instrument,librarylayout,libraryselection,librarysource,organism,platform,releasedate,create_date,version,source_name,sra study,strain,tissue,geo_accession (exp),strain/condition,age,sex,aligned pe reads,prepared for sequencing ,used in subset 1/2,age_days
GSM2132901,M2210,SRR3440828,Bisulfite-Seq,150,2327763450,PRJNA319643,SAMN04902171,984253199,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727189,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132901,C57BL/6,22,Male,22314142,D.A. Petkovich,1.0,660.0
GSM2132901,M2210,SRR3440829,Bisulfite-Seq,150,2647049550,PRJNA319643,SAMN04902171,1104089489,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727189,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132901,C57BL/6,22,Male,22314142,D.A. Petkovich,1.0,660.0
GSM2132902,M2401,SRR3440830,Bisulfite-Seq,150,2086108800,PRJNA319643,SAMN04902172,903362593,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727190,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132902,C57BL/6,24,Male,19558115,D.A. Petkovich,1.0,720.0
GSM2132902,M2401,SRR3440831,Bisulfite-Seq,150,2251212150,PRJNA319643,SAMN04902172,961268606,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727190,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132902,C57BL/6,24,Male,19558115,D.A. Petkovich,1.0,720.0
GSM2132903,M2402,SRR3440832,Bisulfite-Seq,150,3841279350,PRJNA319643,SAMN04902173,1670768336,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727191,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132903,C57BL/6,24,Male,16929835,D.A. Petkovich,2.0,720.0
GSM2132904,M2403,SRR3440833,Bisulfite-Seq,150,1888045650,PRJNA319643,SAMN04902174,789736398,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727192,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132904,C57BL/6,24,Male,20736224,D.A. Petkovich,2.0,720.0
GSM2132904,M2403,SRR3440834,Bisulfite-Seq,150,2824982700,PRJNA319643,SAMN04902174,1308801998,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727192,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132904,C57BL/6,24,Male,20736224,D.A. Petkovich,2.0,720.0
GSM2132905,M2404,SRR3440835,Bisulfite-Seq,150,1936378050,PRJNA319643,SAMN04902175,820757847,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727193,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132905,C57BL/6,24,Male,18550429,D.A. Petkovich,1.0,720.0
GSM2132905,M2404,SRR3440836,Bisulfite-Seq,150,2140541550,PRJNA319643,SAMN04902175,906944570,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727193,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132905,C57BL/6,24,Male,18550429,D.A. Petkovich,1.0,720.0
GSM2132906,M2405,SRR3440837,Bisulfite-Seq,150,2281316250,PRJNA319643,SAMN04902176,998012781,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727194,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132906,C57BL/6,24,Male,119232316,D.A. Petkovich,1.0,720.0
GSM2132906,M2405,SRR3440838,Bisulfite-Seq,150,3495366900,PRJNA319643,SAMN04902176,1698725896,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727194,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132906,C57BL/6,24,Male,119232316,D.A. Petkovich,1.0,720.0
GSM2132907,M2407,SRR3440839,Bisulfite-Seq,150,4394561850,PRJNA319643,SAMN04902177,1969542504,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727195,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132907,C57BL/6,24,Male,16670343,D.A. Petkovich,1.0,720.0
GSM2132908,M2408,SRR3440840,Bisulfite-Seq,150,2199470850,PRJNA319643,SAMN04902178,946756235,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727196,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132908,C57BL/6,24,Male,20457549,D.A. Petkovich,1.0,720.0
GSM2132908,M2408,SRR3440841,Bisulfite-Seq,150,2342974050,PRJNA319643,SAMN04902178,978095698,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727196,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:47:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132908,C57BL/6,24,Male,20457549,D.A. Petkovich,1.0,720.0
GSM2132909,M2409,SRR3440842,Bisulfite-Seq,150,1627346250,PRJNA319643,SAMN04902092,709289353,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727197,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132909,C57BL/6,24,Male,14735634,D.A. Petkovich,2.0,720.0
GSM2132909,M2409,SRR3440843,Bisulfite-Seq,150,1638316050,PRJNA319643,SAMN04902092,675049850,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727197,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:46:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132909,C57BL/6,24,Male,14735634,D.A. Petkovich,2.0,720.0
GSM2132910,M2411,SRR3440844,Bisulfite-Seq,150,3310622400,PRJNA319643,SAMN04902093,1503511764,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727198,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:03:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132910,C57BL/6,24,Male,18080176,D.A. Petkovich,1.0,720.0
GSM2132910,M2411,SRR3440845,Bisulfite-Seq,150,3197080200,PRJNA319643,SAMN04902093,1540179874,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727198,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132910,C57BL/6,24,Male,18080176,D.A. Petkovich,1.0,720.0
GSM2132911,M2601,SRR3440846,Bisulfite-Seq,150,3320070300,PRJNA319643,SAMN04902094,1430660551,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727199,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132911,C57BL/6,26,Male,14569516,D.A. Petkovich,2.0,780.0
GSM2132912,M2602,SRR3440847,Bisulfite-Seq,150,4022313600,PRJNA319643,SAMN04902179,1814349202,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727200,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132912,C57BL/6,26,Male,14970450,D.A. Petkovich,2.0,780.0
GSM2132913,M2603,SRR3440848,Bisulfite-Seq,150,1897007250,PRJNA319643,SAMN04902180,817449386,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727201,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132913,C57BL/6,26,Male,17113664,D.A. Petkovich,1.0,780.0
GSM2132913,M2603,SRR3440849,Bisulfite-Seq,150,1925414850,PRJNA319643,SAMN04902180,790985303,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727201,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132913,C57BL/6,26,Male,17113664,D.A. Petkovich,1.0,780.0
GSM2132914,M2604,SRR3440850,Bisulfite-Seq,150,1827733350,PRJNA319643,SAMN04902091,739682157,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727202,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132914,C57BL/6,26,Male,25370220,D.A. Petkovich,1.0,780.0
GSM2132914,M2604,SRR3440851,Bisulfite-Seq,150,3165408300,PRJNA319643,SAMN04902091,1425149645,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727202,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132914,C57BL/6,26,Male,25370220,D.A. Petkovich,1.0,780.0
GSM2132915,M2605,SRR3440852,Bisulfite-Seq,150,2290107750,PRJNA319643,SAMN04902096,1005226508,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727203,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132915,C57BL/6,26,Male,10241952,D.A. Petkovich,1.0,780.0
GSM2132916,M2606,SRR3440853,Bisulfite-Seq,150,2668983150,PRJNA319643,SAMN04902097,1171952074,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727204,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132916,C57BL/6,26,Male,30070527,D.A. Petkovich,1.0,780.0
GSM2132916,M2606,SRR3440854,Bisulfite-Seq,150,4094587350,PRJNA319643,SAMN04902097,1960631479,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727204,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:55:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132916,C57BL/6,26,Male,30070527,D.A. Petkovich,1.0,780.0
GSM2132917,M2607,SRR3440855,Bisulfite-Seq,150,1736366850,PRJNA319643,SAMN04902098,736968763,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727205,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132917,C57BL/6,26,Male,16718305,D.A. Petkovich,1.0,780.0
GSM2132917,M2607,SRR3440856,Bisulfite-Seq,150,1963481400,PRJNA319643,SAMN04902098,812844587,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727205,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132917,C57BL/6,26,Male,16718305,D.A. Petkovich,1.0,780.0
GSM2132918,M2608,SRR3440857,Bisulfite-Seq,150,1891939650,PRJNA319643,SAMN04902099,821221611,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727206,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132918,C57BL/6,26,Male,17817495,D.A. Petkovich,2.0,780.0
GSM2132918,M2608,SRR3440858,Bisulfite-Seq,150,2022924900,PRJNA319643,SAMN04902099,863349961,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727206,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132918,C57BL/6,26,Male,17817495,D.A. Petkovich,2.0,780.0
GSM2132919,M2609,SRR3440859,Bisulfite-Seq,150,1947754200,PRJNA319643,SAMN04902100,813002461,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727207,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:49:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132919,C57BL/6,26,Male,20753556,D.A. Petkovich,1.0,780.0
GSM2132919,M2609,SRR3440860,Bisulfite-Seq,150,2840358900,PRJNA319643,SAMN04902100,1314701674,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727207,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132919,C57BL/6,26,Male,20753556,D.A. Petkovich,1.0,780.0
GSM2132920,M2610,SRR3440861,Bisulfite-Seq,150,2647334850,PRJNA319643,SAMN04902095,1141429116,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727208,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132920,C57BL/6,26,Male,29857662,D.A. Petkovich,1.0,780.0
GSM2132920,M2610,SRR3440862,Bisulfite-Seq,150,4025446500,PRJNA319643,SAMN04902095,1906457501,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727208,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:54:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132920,C57BL/6,26,Male,29857662,D.A. Petkovich,1.0,780.0
GSM2132921,M2801,SRR3440863,Bisulfite-Seq,150,73039200,PRJNA319643,SAMN04902101,34374682,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727209,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:44:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132921,C57BL/6,28,Male,9074307,D.A. Petkovich,2.0,840.0
GSM2132921,M2801,SRR3440864,Bisulfite-Seq,150,2289357300,PRJNA319643,SAMN04902101,1456761397,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727209,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132921,C57BL/6,28,Male,9074307,D.A. Petkovich,2.0,840.0
GSM2132922,M2802,SRR3440865,Bisulfite-Seq,150,2551807950,PRJNA319643,SAMN04902102,1101876899,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727210,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132922,C57BL/6,28,Male,26706836,D.A. Petkovich,1.0,840.0
GSM2132922,M2802,SRR3440866,Bisulfite-Seq,150,3019111800,PRJNA319643,SAMN04902102,1259622302,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727210,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T13:02:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132922,C57BL/6,28,Male,26706836,D.A. Petkovich,1.0,840.0
GSM2132923,M2804,SRR3440867,Bisulfite-Seq,150,2913597450,PRJNA319643,SAMN04902103,1306671476,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",standard,SRX1727211,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:52:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132923,C57BL/6,28,Male,143187884,D.A. Petkovich,2.0,840.0
GSM2132923,M2804,SRR3440868,Bisulfite-Seq,150,2594522850,PRJNA319643,SAMN04902103,1079348136,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727211,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132923,C57BL/6,28,Male,143187884,D.A. Petkovich,2.0,840.0
GSM2132924,M2805,SRR3440869,Bisulfite-Seq,150,3389232000,PRJNA319643,SAMN04902104,1455268162,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",standard,SRX1727212,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132924,C57BL/6,28,Male,15119204,D.A. Petkovich,2.0,840.0
GSM2132925,M2806,SRR3440870,Bisulfite-Seq,150,1810954200,PRJNA319643,SAMN04902105,782712413,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727213,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:48:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132925,C57BL/6,28,Male,17577204,D.A. Petkovich,2.0,840.0
GSM2132925,M2806,SRR3440871,Bisulfite-Seq,150,2121029250,PRJNA319643,SAMN04902105,884911766,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727213,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132925,C57BL/6,28,Male,17577204,D.A. Petkovich,2.0,840.0
GSM2132926,M2807,SRR3440872,Bisulfite-Seq,150,2146281450,PRJNA319643,SAMN04902106,911146798,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",standard,SRX1727214,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132926,C57BL/6,28,Male,22295539,D.A. Petkovich,2.0,840.0
GSM2132926,M2807,SRR3440873,Bisulfite-Seq,150,2808078450,PRJNA319643,SAMN04902106,1195853605,GEO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",standard,SRX1727214,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132926,C57BL/6,28,Male,22295539,D.A. Petkovich,2.0,840.0
GSM2132927,M2808,SRR3440874,Bisulfite-Seq,150,1794610500,PRJNA319643,SAMN04902107,749634167,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727215,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:50:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132927,C57BL/6,28,Male,19117998,D.A. Petkovich,1.0,840.0
GSM2132927,M2808,SRR3440875,Bisulfite-Seq,150,2608288200,PRJNA319643,SAMN04902107,1213330409,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727215,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132927,C57BL/6,28,Male,19117998,D.A. Petkovich,1.0,840.0
GSM2132928,M2809,SRR3440876,Bisulfite-Seq,150,2181478200,PRJNA319643,SAMN04902108,948677553,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",standard,SRX1727216,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:51:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132928,C57BL/6,28,Male,22836783,D.A. Petkovich,2.0,840.0
GSM2132928,M2809,SRR3440877,Bisulfite-Seq,150,2984058900,PRJNA319643,SAMN04902108,1410677612,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",standard,SRX1727216,male,Wild Type,Illumina HiSeq 2500,PAIRED,Reduced Representation,GENOMIC,Mus musculus,ILLUMINA,2017-04-05T00:00:00Z,2016-04-26T12:53:00Z,1,Whole Blood,SRP073930,C57BL/6,whole blood,GSM2132928,C57BL/6,28,Male,22836783,D.A. Petkovich,2.0,840.0
